x,r,g,b,L,C,h,dL,d2L,dC,d2C,dh,d2h
0.0,0.008413592674275373,0.0,0.008413056996418922,0.16754871611839306,1.0562429125139206,5.662663064127305,0.37384250463263413,-0.055175201577462474,1.9343938953970135,-0.17753840645111385,0.17043448786667703,-0.1056033647009369
0.00392156862745098,0.02940640158935645,0.0,0.020642635670466564,0.5413912207510272,2.990636807910934,5.833097551993982,0.31866730305517166,-0.02815141044525049,1.7568554889458996,-0.35194425172269805,0.06483112316574013,-0.0980095366956446
0.00784313725490196,0.04291628872777111,0.0,0.03279443463748373,0.8048833222287364,4.56995389040572,5.792325310458785,0.31753968374213315,0.0316023806603285,1.2305053919516173,-0.3406310025952428,-0.02558458552461218,-0.024311471518723593
0.011764705882352941,0.052572941063259195,0.003194925312824922,0.042614856753439435,1.1764705882352935,5.451647591814169,5.781928380944757,0.38187206437582866,0.037308589501482636,1.075593483755414,-0.02086834695390638,0.01620818012829295,0.020677150108369347
0.01568627450980392,0.06541196307318489,0.005127646903132575,0.05089905675922823,1.5686274509803937,6.721140857916548,5.824741670715371,0.3921568627450984,0.0051423991846339945,1.1887686980438046,-0.17074597430038208,0.015769714692126513,-0.01115403749407462
0.0196078431372549,0.07406167487615914,0.008033620673182936,0.05989190165065513,1.9607843137254903,7.829184987901778,5.81346781032901,0.39215686274509665,0.0,0.7341015351546498,-0.055334779576621695,-0.006099894859856292,-0.01250368013597214
0.023529411764705882,0.07913636343354113,0.0127351364489947,0.06524304656178376,2.352941176470587,8.189343928225847,5.812541880995658,0.3921568627450984,8.881784197001252e-16,1.0780991388905612,0.19426842539380895,-0.009237645579817766,-0.0016068590553328654
0.027450980392156862,0.08887981960512176,0.01406177464004945,0.07540832795232175,2.745098039215687,9.9853832656829,5.794992519169375,0.3921568627450984,0.0,1.1226383859422677,-0.2073919043920167,-0.009313612970522023,0.014206067253734966
0.03137254901960784,0.09354305619292969,0.018556891670939078,0.08022827201535807,3.137254901960784,10.434620700110383,5.793914655054614,0.3921568627450984,0.0,0.6633153301065278,-0.08840054657930185,0.019174488927652167,0.012824671665059517
0.03529411764705882,0.10146139755508549,0.021187027433439143,0.08373884455844596,3.529411764705884,11.312013925895956,5.833341497024679,0.3921568627450984,-8.881784197001252e-16,0.945837292783664,0.0269884564904439,0.01633573035959701,-0.010928615561042188
0.0392156862745098,0.107335241345588,0.02430898155444066,0.08978027694137738,3.9215686274509807,12.32629528567771,5.826586115773808,0.39215686274509665,0.0,0.7172922430874156,-0.12798854718468,-0.0026827421944322083,-0.009180262587078492
0.043137254901960784,0.11136997350226327,0.028804529309495504,0.09370823439455134,4.313725490196077,12.746598412070787,5.827976012635815,0.3921568627450984,8.881784197001252e-16,0.689860198414304,0.11447078091016127,-0.0020247948145599715,-0.0011878317432498786
0.047058823529411764,0.11661102168559967,0.03206500967140242,0.09909964624809714,4.7058823529411775,13.706015682506319,5.822536526144688,0.3921568627450984,0.0,0.9462338049077381,-0.04951917191622135,-0.0050584056809319655,-4.69024361777759e-05
0.050980392156862744,0.12147669720891874,0.035402901511297324,0.1044165756358936,5.098039215686274,14.639066021886263,5.817859201273951,0.3921568627450984,0.0,0.5908218545818613,-0.19460998623683512,-0.0021185996869155233,0.0015592366241894418
